,Unnamed: 0,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
1749,149,150,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,9,-1,54,590481,9,United Kingdom
1750,150,151,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,153,212,589976,9,United Kingdom
1751,151,152,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,4,150,52,586510,9,United Kingdom
1752,152,153,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,The Kooks,She Moves In Her Own Way,Virgin Records,83,187,243,585973,9,United Kingdom
1753,153,154,spotify:track:3U3hFkMr0Q90pD24EkE3Pr,SZA,BMF,Top Dawg Entertainment/RCA Records,23,125,10,583999,9,United Kingdom
1754,154,155,spotify:track:0rtDE9zfXbamTlRUSwY7zy,Mark Ambor,Belong Together,"Hundred Days Records, LLC",13,158,50,583440,9,United Kingdom
1755,155,156,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,173,104,581847,9,United Kingdom
1756,156,157,spotify:track:7AKwWqnoMmvCqBQtcdIECG,"JENNIE, Doechii",ExtraL (feat. Doechii),OA Entertainment/Columbia,97,97,2,581658,9,United Kingdom
1757,157,158,spotify:track:7zFio8WT0tTBqLs1pXYKqy,Sydney Rose,We Hug Now,Sydney Rose,158,-1,1,579398,9,United Kingdom
1758,158,159,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,4,163,39,578964,9,United Kingdom
1759,159,160,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,28,156,38,578568,9,United Kingdom
1760,160,161,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,Columbia,85,185,200,576913,9,United Kingdom
1761,161,162,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,49,134,103,574977,9,United Kingdom
1762,162,163,spotify:track:244AvzGQ4Ksa5637JQu5Gy,Florence + The Machine,You've Got The Love,Universal-Island Records Ltd.,71,169,132,574720,9,United Kingdom
1763,163,164,spotify:track:4yFPKNzjkCS0PpRzhcvy1d,"Selena Gomez, benny blanco, Gracie Abrams",Call Me When You Break Up (with Gracie Abrams),SMG Music LLC & Friends Keep Secrets under exclusive license to Interscope Records,82,82,2,574148,9,United Kingdom
1764,164,165,spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,Don Toliver,No Pole,Cactus Jack / Atlantic,78,166,12,573015,9,United Kingdom
1765,165,166,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,7,141,41,570066,9,United Kingdom
1766,166,167,spotify:track:7GaFYUqP2WdR4KTPk7cXoP,Mario,Let Me Love You,J Records,123,180,13,569346,9,United Kingdom
1767,167,168,spotify:track:7e8utCy2JlSB8dRHKi49xM,Arctic Monkeys,Fluorescent Adolescent,Domino Recording Co,40,191,265,568329,9,United Kingdom
1768,168,169,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,3,178,93,567821,9,United Kingdom
1769,169,170,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,Boys Don't Cry,90,157,19,565903,9,United Kingdom
1770,170,171,spotify:track:5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,No. 1 Party Anthem,Domino Recording Co,71,165,15,565642,9,United Kingdom
1771,171,172,spotify:track:5tgSjvWO685Z0mYKefArMI,"Central Cee, Dave",CRG (feat. Dave),Columbia,7,117,6,564779,9,United Kingdom
1772,172,173,spotify:track:102YUQbYmwdBXS7jwamI90,Sabrina Carpenter,Good Graces,Island Records,10,-1,16,563440,9,United Kingdom
1773,173,174,spotify:track:20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,Take Me Out,Domino Recording Co,112,196,35,563263,9,United Kingdom
1774,174,175,spotify:track:4HvBJocC5MDYL4yGnQe5jq,"The Blessed Madonna, Clementine Douglas",Happier (feat. Clementine Douglas),Warner Records,33,-1,36,560298,9,United Kingdom
1775,175,176,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,2,190,166,559589,9,United Kingdom
1776,176,177,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,Fetty Wap,Again,300 Entertainment,74,181,5,559422,9,United Kingdom
1777,177,178,spotify:track:3AWDeHLc88XogCaCnZQLVI,The Weeknd,Cry For Me,XO / Republic Records,12,120,5,557377,9,United Kingdom
1778,178,179,spotify:track:27w0RH5IDt6xU3B2j7QOuy,Fontaines D.C.,Favourite,XL Recordings,133,174,8,555049,9,United Kingdom
1779,179,180,spotify:track:4iZxeyibg6w4EFCOoAQ6Eh,Two Door Cinema Club,What You Know,Glassnote - VMG,45,-1,136,554987,9,United Kingdom
1780,180,181,spotify:track:1LjSbD1yQ0RQc6mwxGHw4m,Bhad Bhabie,Ms. Whitman,B.H.A.D. Music,181,-1,1,554367,9,United Kingdom
1781,181,182,spotify:track:78O33U6jbQtNiNfbkZudpd,"Lil Wayne, Drake",She Will,CM/Republic,138,138,4,553369,9,United Kingdom
1782,182,183,spotify:track:315aBOUD3xtj7sUMXtRgMV,Benson Boone,In The Stars,"Night Street Records, Inc./Warner Records Inc.",24,-1,39,552571,9,United Kingdom
1783,183,184,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,38,176,205,551517,9,United Kingdom
1784,184,185,spotify:track:2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),Def Jam Recordings,138,192,20,550734,9,United Kingdom
1785,185,186,spotify:track:10MJWoKUV6AthUYR323MqB,Sam Fender,Nostalgia's Lie,Polydor Records,54,54,2,550695,9,United Kingdom
1786,186,187,spotify:track:5rb9QrpfcKFHM1EUbSIurX,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),LaFace Records,98,-1,13,549691,9,United Kingdom
1787,187,188,spotify:track:07GvNcU1WdyZJq3XxP0kZa,Fleetwood Mac,Go Your Own Way - 2004 Remaster,Rhino/Warner Records,62,188,211,548864,9,United Kingdom
1788,188,189,spotify:track:36vmaZyO0iAE6FZ7287fg2,Olivia Dean,Dive,PLG - Capitol,189,-1,1,545601,9,United Kingdom
1789,189,190,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,2,182,110,541460,9,United Kingdom
1790,190,191,spotify:track:4wH4dJgrsxONID6KS2tDQM,Nelly Furtado,Maneater,Mosley / Geffen,140,-1,13,541071,9,United Kingdom
1791,191,192,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,Coldplay,Clocks,Parlophone Records Limited,173,-1,3,540068,9,United Kingdom
1792,192,193,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,85,189,123,539432,9,United Kingdom
1793,193,194,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,99,184,166,539240,9,United Kingdom
1794,194,195,spotify:track:2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Trap Queen,300 Entertainment,195,-1,1,539124,9,United Kingdom
1795,195,196,spotify:track:0UvCh63URrLFcPkKt99hHd,Oasis,Don't Look Back In Anger - Remastered,Big Brother Recordings Ltd,10,-1,311,536723,9,United Kingdom
1796,196,197,spotify:track:57iDDD9N9tTWe75x6qhStw,The Verve,Bitter Sweet Symphony - Remastered 2016,UMC (Universal Music Catalogue),150,-1,6,536167,9,United Kingdom
1797,197,198,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,40,195,178,535720,9,United Kingdom
1798,198,199,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,Nickelback,How You Remind Me,Roadrunner Records,130,-1,25,533922,9,United Kingdom
1799,199,200,spotify:track:40SBS57su9xLiE1WqkXOVr,LF SYSTEM,Afraid To Feel,Warner Records,1,-1,94,533821,9,United Kingdom
1800,0,1,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,2,21,2749792,10,United Kingdom
1801,1,2,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,1,1,17,2676274,10,United Kingdom
1802,2,3,spotify:track:6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,3,3,38,2562278,10,United Kingdom
1803,3,4,spotify:track:6qqrTXSdwiJaq8SO0X2lSe,Alex Warren,Ordinary,Atlantic Records,4,10,5,2426018,10,United Kingdom
1804,4,5,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,3,6,30,2302571,10,United Kingdom
1805,5,6,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,4,4,21,2268929,10,United Kingdom
1806,6,7,spotify:track:1musbempyJAw5gfSKZHXP9,Doechii,Anxiety,Top Dawg Entertainment/Capitol Records,7,-1,1,2133242,10,United Kingdom
1807,7,8,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,2,7,49,2030212,10,United Kingdom
1808,8,9,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,1,8,43,2030113,10,United Kingdom
1809,9,10,spotify:track:4il87YHqSV9UqbBkXM7z7m,Tate McRae,Sports car,RCA Records Label,10,11,7,2017411,10,United Kingdom
1810,10,11,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,5,44,1985673,10,United Kingdom
1811,11,12,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,13,29,1966059,10,United Kingdom
1812,12,13,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,1,9,33,1928048,10,United Kingdom
1813,13,14,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,1,16,48,1889981,10,United Kingdom
1814,14,15,spotify:track:2LHNTC9QZxsL3nWpt8iaSR,Lady Gaga,Abracadabra,Interscope Records,4,23,6,1880084,10,United Kingdom
1815,15,16,spotify:track:0b0Dz0Gi86SVdBxYeiQcCP,Sabrina Carpenter,Busy Woman,Island Records,14,21,4,1877990,10,United Kingdom
1816,16,17,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,12,119,1690372,10,United Kingdom
1817,17,18,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,17,60,1679915,10,United Kingdom
1818,18,19,spotify:track:541sN2qNfIlllGn9nGOQoC,Tate McRae,Revolving door,RCA Records Label,15,15,3,1643865,10,United Kingdom
1819,19,20,spotify:track:1eTaznNW4Xxtx9za2SMTXB,Doechii,DENIAL IS A RIVER,Top Dawg Entertainment/Capitol Records,14,19,10,1571085,10,United Kingdom
1820,20,21,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",5,14,16,1558047,10,United Kingdom
1821,21,22,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Sabrina Carpenter,Bed Chem,Island Records,7,29,29,1509108,10,United Kingdom
1822,22,23,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,22,69,1456272,10,United Kingdom
1823,23,24,spotify:track:2FAZskT9yRjp2Oow9szJD8,"Chrystal, NOTION",The Days - NOTION Remix,Polydor Records,8,20,13,1450287,10,United Kingdom
1824,24,25,spotify:track:2u9S9JJ6hTZS3Vf22HOZKg,Drake,NOKIA,OVO Sound,24,24,4,1423099,10,United Kingdom
1825,25,26,spotify:track:3FjK86616FbluOfTxNK2gY,"Sleepy Hallow, Doechii",ANXIETY (feat. Doechii),Winners Circle/RCA Records,18,18,3,1363929,10,United Kingdom
1826,26,27,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,Island Records,1,34,40,1327773,10,United Kingdom
1827,27,28,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",6,33,36,1295605,10,United Kingdom
1828,28,29,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,27,50,1284728,10,United Kingdom
1829,29,30,spotify:track:3BntzKsnLf2pc0dsvE3Zav,Teddy Swims,Bad Dreams,Warner Records,30,32,24,1260025,10,United Kingdom
1830,30,31,spotify:track:4mUR5Tv0CvJtpmnUtzeIgd,Lady Gaga,Garden Of Eden,Interscope Records,31,-1,1,1203922,10,United Kingdom
1831,31,32,spotify:track:63Pi2NAx5yCgeLhCTOrEou,Imogen Heap,Headlock,Megaphonic,26,26,16,1186450,10,United Kingdom
1832,32,33,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,7,31,44,1180556,10,United Kingdom
1833,33,34,spotify:track:21B4gaTWnTkuSh77iWEXdS,Sabrina Carpenter,Juno,Island Records,19,58,29,1178450,10,United Kingdom
1834,34,35,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,26,36,171,1157261,10,United Kingdom
1835,35,36,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,12,37,429,1152849,10,United Kingdom
1836,36,37,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,39,48,1143539,10,United Kingdom
1837,37,38,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,41,76,1132403,10,United Kingdom
1838,38,39,spotify:track:5o0osRx8kYJTOqlOSggr9Z,Alex Warren,Carry You Home,Atlantic Records,39,47,37,1131051,10,United Kingdom
1839,39,40,spotify:track:3j6CeoBBlm40Msn1JE1SPD,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,8,35,41,1120797,10,United Kingdom
1840,40,41,spotify:track:1zhvxTuSha22nsUT5Nw8gE,Sabrina Carpenter,15 Minutes,Island Records,27,46,4,1118670,10,United Kingdom
1841,41,42,spotify:track:6gBjUipB0ZxHd1BvwdJTDQ,Sam Fender,People Watching,Polydor Records,14,25,17,1111408,10,United Kingdom
1842,42,43,spotify:track:3dj4wgM3cPeuLwMNHDuBon,Teddy Swims,The Door,Warner Records,27,43,44,1097607,10,United Kingdom
1843,43,44,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,40,43,1087193,10,United Kingdom
1844,44,45,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",9,28,16,1075791,10,United Kingdom
1845,45,46,spotify:track:3wo3d0I5H8KjkwGvnz8WbB,"Sonny Fodera, Jazzy, D.O.D",Somedays,Solotoko,23,42,32,1069141,10,United Kingdom
1846,46,47,spotify:track:0IsIY8pfu1yaGkPUD7pkDx,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,1,30,32,1064402,10,United Kingdom
1847,47,48,spotify:track:6OFCzD4d8kjBOJHxz41gqA,"Dream Supplier, Baby Sleeps, Background White Noise",Clean Baby Sleep White Noise (Loopable),Dream Supplier,23,44,64,1061065,10,United Kingdom
1848,48,49,spotify:track:4WFgvKVfEhb3IUAFGrutTR,Ravyn Lenae,Love Me Not,Atlantic Records,49,53,4,1036120,10,United Kingdom
1849,49,50,spotify:track:0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,7,38,24,1027776,10,United Kingdom
1850,50,51,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,17,50,254,1014270,10,United Kingdom
1851,51,52,spotify:track:6eWAWHm0cuOaPGDWhoLJ7s,Myles Smith,Nice To Meet You,RCA Records Label,31,49,18,994764,10,United Kingdom
1852,52,53,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,11,60,63,978874,10,United Kingdom
1853,53,54,spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,12,45,39,972086,10,United Kingdom
1854,54,55,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,62,55,964956,10,United Kingdom
1855,55,56,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,23,48,122,958943,10,United Kingdom
1856,56,57,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,27,56,141,934316,10,United Kingdom
1857,57,58,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,3,52,44,924504,10,United Kingdom
1858,58,59,spotify:track:0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,Sex on Fire,RCA/Legacy,40,51,207,921082,10,United Kingdom
1859,59,60,spotify:track:2rvd6akG8qEtBNUvQpN7iY,Lady Gaga,How Bad Do U Want Me,Interscope Records,60,-1,1,918277,10,United Kingdom
1860,60,61,spotify:track:5IoPnNiYAOvHHJpz13wzRL,Lady Gaga,Vanish Into You,Interscope Records,61,-1,1,902840,10,United Kingdom
1861,61,62,spotify:track:0T3Hw3kPj9T2E4UoaSXmfn,Lady Gaga,Disease,Interscope Records,28,-1,7,900195,10,United Kingdom
1862,62,63,spotify:track:0Tqn5Th0wk55eLdga96vZM,Lady Gaga,Perfect Celebrity,Interscope Records,63,-1,1,879444,10,United Kingdom
1863,63,64,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,21,57,227,875305,10,United Kingdom
1864,64,65,spotify:track:2VyvDGdcVY04cNYou9MFVX,"PAWSA, The Adventures Of Stevie V",Dirty Cash (Money Talks),Altra Moda Music,38,59,17,864284,10,United Kingdom
1865,65,66,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",18,61,50,846473,10,United Kingdom
1866,66,67,spotify:track:3x3K1RP3Zfi2qeMR8kyrNO,Benson Boone,Sorry I'm Here For Someone Else,"Night Street Records, Inc./Warner Records Inc.",67,91,2,836761,10,United Kingdom
1867,67,68,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,39,67,237,822164,10,United Kingdom
1868,68,69,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,Paramore,Hard Times,Fueled By Ramen,33,83,15,821007,10,United Kingdom
1869,69,70,spotify:track:0ElVpg9XIswx3XWs6kUj6a,Lady Gaga,Zombieboy,Interscope Records,70,-1,1,796267,10,United Kingdom
1870,70,71,spotify:track:5wbg8kepMFoMzHOEuxiI0q,Gracie Abrams,Close To You,"Gracie Abrams, under exclusive license to Interscope Records",47,95,39,794666,10,United Kingdom
1871,71,72,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,17,74,217,785725,10,United Kingdom
1872,72,73,spotify:track:5ITV0zqzjOYfFWpW0xBmRa,"WizTheMc, bees & honey",Show Me Love,Bamboo Artists,73,119,2,784911,10,United Kingdom
1873,73,74,spotify:track:5rF6YUIlgiat22OT1lWspJ,Sam Fender,Seventeen Going Under,Polydor Records,2,65,141,780499,10,United Kingdom
1874,74,75,spotify:track:0fK7ie6XwGxQTIkpFoWkd1,JENNIE,like JENNIE,OA Entertainment/Columbia,75,-1,1,775992,10,United Kingdom
1875,75,76,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,2,64,72,768536,10,United Kingdom
1876,76,77,spotify:track:0d28khcov6AiegSCpG5TuT,"Gorillaz, De La Soul",Feel Good Inc.,Parlophone UK,58,73,49,761547,10,United Kingdom
1877,77,78,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,13,66,100,759900,10,United Kingdom
1878,78,79,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,68,72,266,758649,10,United Kingdom
1879,79,80,spotify:track:5VGlqQANWDKJFl0MBG3sg2,Kings of Leon,Use Somebody,RCA/Legacy,80,92,29,758143,10,United Kingdom
1880,80,81,spotify:track:3cqAMw4w9px9nAV6iROr0a,"AJ Tracey, Jorja Smith",Crush (feat. Jorja Smith),Revenge Records,36,75,4,746693,10,United Kingdom
1881,81,82,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),Columbia,24,68,20,745852,10,United Kingdom
1882,82,83,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,53,79,25,737823,10,United Kingdom
1883,83,84,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,51,76,41,731017,10,United Kingdom
1884,84,85,spotify:track:6OC87jHRiovNPEUrgaqFSu,Lady Gaga,Shadow Of A Man,Interscope Records,85,-1,1,728958,10,United Kingdom
1885,85,86,spotify:track:1wsLt0uxVHxUMXfwfI6Gsn,Olivia Dean,It Isn’t Perfect But It Might Be - from “Bridget Jones: Mad About the Boy” Original Motion Picture Soundtrack,Capitol Records UK,63,63,3,726101,10,United Kingdom
1886,86,87,spotify:track:102YUQbYmwdBXS7jwamI90,Sabrina Carpenter,Good Graces,Island Records,10,173,17,725987,10,United Kingdom
1887,87,88,spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,Parlophone Records Limited,64,87,27,721854,10,United Kingdom
1888,88,89,spotify:track:456WNXWhDwYOSf5SpTuqxd,Florence + The Machine,Dog Days Are Over,Universal-Island Records Ltd.,21,84,145,721773,10,United Kingdom
1889,89,90,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,The Kooks,Naive,Virgin Records,54,78,370,719043,10,United Kingdom
1890,90,91,spotify:track:0NUqi0ps17YpLUC3kgsZq0,"PARTYNEXTDOOR, Drake, Yebba",DIE TRYING,OVO Sound,51,70,4,718615,10,United Kingdom
1891,91,92,spotify:track:254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,Everywhere - 2017 Remaster,Rhino/Warner Records,47,93,310,717621,10,United Kingdom
1892,92,93,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,Brazil,Tomplicated,59,97,123,713419,10,United Kingdom
1893,93,94,spotify:track:25FTMokYEbEWHEdss5JLZS,Wheatus,Teenage Dirtbag,Columbia,72,105,39,713122,10,United Kingdom
1894,94,95,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Vance Joy,Riptide,Atlantic Records,13,88,382,712026,10,United Kingdom
1895,95,96,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,Can't Stop,Warner Records,69,85,79,711603,10,United Kingdom
1896,96,97,spotify:track:0AIpGG5dxEgnAymhdJRSZ0,Blood Orange,Champagne Coast,Domino Recording Co,97,112,6,711519,10,United Kingdom
1897,97,98,spotify:track:6ty3uMPCIEGVgGbrvHfeoU,Sam Fender,Arm's Length,Polydor Records,20,55,7,706190,10,United Kingdom
1898,98,99,spotify:track:3qaSqrrevBrb84xl5JlptU,Stereophonics,Dakota,UMC (Universal Music Catalogue),81,81,36,703205,10,United Kingdom
1899,99,100,spotify:track:4pNzBbGcqXofx8mLBPTeih,"Lady Gaga, Gesaffelstein",Killah (feat. Gesaffelstein),Interscope Records,100,-1,1,701982,10,United Kingdom
1900,100,101,spotify:track:4xvEn1vhrF9JbPFWqTXsH4,"Tate McRae, The Kid LAROI",I know love (feat. The Kid LAROI),RCA Records Label,32,54,3,700938,10,United Kingdom
1901,101,102,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,48,80,265,699271,10,United Kingdom
1902,102,103,spotify:track:7zFio8WT0tTBqLs1pXYKqy,Sydney Rose,We Hug Now,Sydney Rose,103,158,2,695323,10,United Kingdom
1903,103,104,spotify:track:4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,"I miss you, I’m sorry","Gracie Abrams, under exclusive license to Interscope Records",48,125,31,693841,10,United Kingdom
1904,104,105,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,33,99,41,690341,10,United Kingdom
1905,105,106,spotify:track:3hcivoswCVR8LZkHR8MYA5,Lady Gaga,LoveDrug,Interscope Records,106,-1,1,687997,10,United Kingdom
1906,106,107,spotify:track:1KZG1H1OCugGqIRmk1wF9m,"Sam Barber, Avery Anna",Indigo (feat. Avery Anna),Lockeland Springs/Atlantic,56,107,12,684983,10,United Kingdom
1907,107,108,spotify:track:3gJAFFELdZyIM8tiwLAikg,"JENNIE, Dua Lipa",Handlebars (feat. Dua Lipa),OA Entertainment/Columbia,108,-1,1,684270,10,United Kingdom
1908,108,109,spotify:track:5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,Rhino/Warner Records,74,117,232,682662,10,United Kingdom
1909,109,110,spotify:track:3WSOUb3U7tqURbBSgZTrZX,Chappell Roan,Casual,Chappell Roan PS/ Island,38,100,38,682660,10,United Kingdom
1910,110,111,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Rihanna,Breakin' Dishes,Def Jam Recordings,70,111,11,682151,10,United Kingdom
1911,111,112,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,90,132,53,681775,10,United Kingdom
1912,112,113,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,23,102,79,681545,10,United Kingdom
1913,113,114,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,Shut Up and Dance,RCA Records Label,52,89,174,679636,10,United Kingdom
1914,114,115,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,2,101,56,676997,10,United Kingdom
1915,115,116,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,24,104,360,676005,10,United Kingdom
1916,116,117,spotify:track:6kopmMZiyLmw7h66uXcXR7,"Mark Ronson, Amy Winehouse",Valerie (feat. Amy Winehouse) - Version Revisited,Columbia,40,106,56,675956,10,United Kingdom
